gene	status
PROSER1	TESTED
LHFPL6	LOW_EXPRESSION
LINC00598	LOW_EXPRESSION
FOXO1	TESTED
MRPS31	TESTED
ELF1	TESTED
KBTBD6	TESTED
KBTBD7	TESTED
MTRF1	TESTED
VWA8	TESTED
AL157932.1	LOW_EXPRESSION
LINC01050	LOW_EXPRESSION
EPSTI1	TESTED
ENOX1	LOW_EXPRESSION
CCDC122	TESTED
SMIM2	LOW_EXPRESSION
AL589745.1	LOW_EXPRESSION
AL138960.1	LOW_EXPRESSION
TUSC8	LOW_EXPRESSION
TSC22D1	TESTED
NUFIP1	TESTED
KCTD4	LOW_EXPRESSION
TPT1	TESTED
SLC25A30	TESTED
LINC01055	LOW_EXPRESSION
SIAH3	LOW_EXPRESSION
ZC3H13	TESTED
LCP1	TESTED
RUBCNL	TESTED
LINC01198	LOW_EXPRESSION
ESD	TESTED
HTR2A	LOW_EXPRESSION
SUCLA2	TESTED
AL158196.1	LOW_EXPRESSION
MED4	TESTED
RB1-DT	LOW_EXPRESSION
AL392048.1	LOW_EXPRESSION
LPAR6	LOW_EXPRESSION
RCBTB2	TESTED
AL161421.1	TESTED
CAB39L	TESTED
RCBTB1	TESTED
EBPL	TESTED
KPNA3	TESTED
SPRYD7	TESTED
DLEU2	TESTED
DLEU7	LOW_EXPRESSION
RNASEH2B-AS1	LOW_EXPRESSION
INTS6	TESTED
AL162377.3	LOW_EXPRESSION
DHRS12	LOW_EXPRESSION
ATP7B	LOW_EXPRESSION
NEK5	TESTED
NEK3	TESTED
THSD1	LOW_EXPRESSION
VPS36	TESTED
AL359513.1	LOW_EXPRESSION
AL139089.1	TESTED
PCDH8	LOW_EXPRESSION
DIAPH3	TESTED
PCDH20	LOW_EXPRESSION
LINC00355	LOW_EXPRESSION
PCDH9	LOW_EXPRESSION
DACH1	TESTED
MZT1	TESTED
DIS3	TESTED
LINC00393	LOW_EXPRESSION
KLF12	TESTED
TBC1D4	TESTED
COMMD6	TESTED
LMO7-AS1	LOW_EXPRESSION
KCTD12	TESTED
FBXL3	LOW_EXPRESSION
MYCBP2	TESTED
EDNRB	LOW_EXPRESSION
POU4F1	LOW_EXPRESSION
RNF219	TESTED
RBM26	TESTED
SPRY2	TESTED
LINC00564	LOW_EXPRESSION
SLITRK6	TESTED
MIR4500HG	LOW_EXPRESSION
LINC00397	LOW_EXPRESSION
AL445647.1	TESTED
LINC00379	LOW_EXPRESSION
AL354811.1	LOW_EXPRESSION
DCT	LOW_EXPRESSION
TGDS	TESTED
ABCC4	TESTED
CLDN10-AS1	LOW_EXPRESSION
DZIP1	LOW_EXPRESSION
DNAJC3-DT	LOW_EXPRESSION
UGGT2	TESTED
OXGR1	LOW_EXPRESSION
FARP1-AS1	LOW_EXPRESSION
STK24	TESTED
SLC15A1	TESTED
DOCK9	TESTED
UBAC2-AS1	LOW_EXPRESSION
GPR18	LOW_EXPRESSION
GPR183	TESTED
AL136961.1	LOW_EXPRESSION
LINC00449	LOW_EXPRESSION
ZIC5	TESTED
AL355338.1	TESTED
GGACT	TESTED
TMTC4	TESTED
NALCN	LOW_EXPRESSION
FGF14	LOW_EXPRESSION
AL158063.1	LOW_EXPRESSION
CCDC168	TESTED
TEX30	TESTED
KDELC1	LOW_EXPRESSION
SLC10A2	LOW_EXPRESSION
EFNB2	TESTED
ARGLU1	TESTED
FAM155A	LOW_EXPRESSION
LIG4	TESTED
MYO16-AS1	LOW_EXPRESSION
IRS2	TESTED
COL4A1	TESTED
COL4A2-AS2	LOW_EXPRESSION
COL4A2-AS1	LOW_EXPRESSION
RAB20	TESTED
AL139385.1	LOW_EXPRESSION
CARS2	TESTED
LINC00346	TESTED
ANKRD10	TESTED
ARHGEF7-AS2	LOW_EXPRESSION
TUBGCP3	TESTED
AL139384.2	LOW_EXPRESSION
AL139384.1	LOW_EXPRESSION
ATP11A-AS1	LOW_EXPRESSION
AL356740.1	LOW_EXPRESSION
MCF2L-AS1	TESTED
AL137002.2	LOW_EXPRESSION
AL137002.1	LOW_EXPRESSION
PCID2	TESTED
GRTP1	TESTED
ADPRHL1	LOW_EXPRESSION
DCUN1D2	TESTED
GAS6	TESTED
LINC00565	LOW_EXPRESSION
C13orf46	LOW_EXPRESSION
RASA3	TESTED
MPHOSPH8	TESTED
PSPC1-AS2	LOW_EXPRESSION
AL355001.1	LOW_EXPRESSION
AL355001.2	TESTED
ZMYM2	TESTED
LINC01072	LOW_EXPRESSION
IFT88	TESTED
IL17D	LOW_EXPRESSION
LATS2-AS1	LOW_EXPRESSION
SAP18	TESTED
MRPL57	TESTED
FGF9	TESTED
AL136962.1	LOW_EXPRESSION
SGCG	LOW_EXPRESSION
TNFRSF19	TESTED
SPATA13	TESTED
C1QTNF9	LOW_EXPRESSION
LINC00566	LOW_EXPRESSION
ATP12A	LOW_EXPRESSION
PABPC3	LOW_EXPRESSION
NUP58	TESTED
ATP8A2	LOW_EXPRESSION
AL138966.2	LOW_EXPRESSION
CDK8	TESTED
WASF3	LOW_EXPRESSION
USP12-AS1	LOW_EXPRESSION
USP12-AS2	LOW_EXPRESSION
RPL21	TESTED
RASL11A	TESTED
GTF3A	TESTED
POLR1D	TESTED
PDX1	TESTED
LINC00543	TESTED
PAN3	TESTED
POMP	TESTED
MTUS2	LOW_EXPRESSION
UBE2L5	LOW_EXPRESSION
USPL1	TESTED
ALOX5AP	TESTED
LINC00545	LOW_EXPRESSION
MEDAG	LOW_EXPRESSION
B3GLCT	TESTED
FRY	TESTED
BRCA2	TESTED
PDS5B	TESTED
AL138820.1	LOW_EXPRESSION
KL	LOW_EXPRESSION
RFC3	TESTED
NBEA	LOW_EXPRESSION
SPART-AS1	LOW_EXPRESSION
CCNA1	LOW_EXPRESSION
RFXAP	TESTED
EXOSC8	TESTED
LINC02334	LOW_EXPRESSION
UFM1	TESTED
FREM2	LOW_EXPRESSION
NHLRC3	TESTED
COG6	TESTED
LINC00332	LOW_EXPRESSION
SLC25A15	TESTED
WBP4	TESTED
AL354696.2	LOW_EXPRESSION
NAA16	TESTED
RGCC	TESTED
DGKH	TESTED
AKAP11	TESTED
LINC02341	LOW_EXPRESSION
TNFSF11	LOW_EXPRESSION
DNAJC15	TESTED
LACC1	TESTED
SMIM2-AS1	TESTED
SERP2	TESTED
TSC22D1-AS1	TESTED
GPALPP1	TESTED
GTF2F2	TESTED
AL138963.3	LOW_EXPRESSION
AL138963.1	LOW_EXPRESSION
SLC25A30-AS1	LOW_EXPRESSION
COG3	TESTED
SPERT	LOW_EXPRESSION
CPB2-AS1	LOW_EXPRESSION
LRRC63	LOW_EXPRESSION
LRCH1	TESTED
SUCLA2-AS1	LOW_EXPRESSION
NUDT15	TESTED
MED4-AS1	LOW_EXPRESSION
ITM2B	TESTED
RB1	TESTED
CYSLTR2	LOW_EXPRESSION
FNDC3A	TESTED
CDADC1	TESTED
SETDB2	TESTED
PHF11	TESTED
ARL11	LOW_EXPRESSION
AL136301.1	LOW_EXPRESSION
TRIM13	LOW_EXPRESSION
KCNRG	LOW_EXPRESSION
DLEU7-AS1	LOW_EXPRESSION
RNASEH2B	TESTED
FAM124A	LOW_EXPRESSION
SERPINE3	LOW_EXPRESSION
INTS6-AS1	LOW_EXPRESSION
WDFY2	TESTED
AL162377.1	LOW_EXPRESSION
ALG11	LOW_EXPRESSION
UTP14C	TESTED
AL139082.1	LOW_EXPRESSION
CKAP2	TESTED
HNRNPA1L2	LOW_EXPRESSION
SUGT1	TESTED
OLFM4	TESTED
PCDH17	LOW_EXPRESSION
TDRD3	TESTED
BORA	TESTED
PIBF1	TESTED
KLF5	TESTED
LINC00402	LOW_EXPRESSION
UCHL3	TESTED
LMO7	TESTED
LMO7DN	LOW_EXPRESSION
AC000403.1	LOW_EXPRESSION
ACOD1	LOW_EXPRESSION
CLN5	LOW_EXPRESSION
AC001226.2	LOW_EXPRESSION
SCEL	TESTED
SLAIN1	LOW_EXPRESSION
RNF219-AS1	LOW_EXPRESSION
RBM26-AS1	LOW_EXPRESSION
NDFIP2	TESTED
LINC01068	LOW_EXPRESSION
LINC01080	LOW_EXPRESSION
SLITRK5	LOW_EXPRESSION
GPC5	LOW_EXPRESSION
GPC6	LOW_EXPRESSION
GPR180	TESTED
CLDN10	TESTED
DNAJC3	TESTED
MBNL2	TESTED
RAP2A	TESTED
IPO5	TESTED
FARP1	TESTED
STK24-AS1	LOW_EXPRESSION
DOCK9-DT	LOW_EXPRESSION
UBAC2	TESTED
TM9SF2	TESTED
CLYBL	TESTED
ZIC2	TESTED
PCCA	TESTED
AL136526.1	LOW_EXPRESSION
ITGBL1	LOW_EXPRESSION
FGF14-AS2	LOW_EXPRESSION
TPP2	TESTED
ERCC5	LOW_EXPRESSION
AL137246.1	LOW_EXPRESSION
AL137246.2	LOW_EXPRESSION
LINC00460	LOW_EXPRESSION
AL138689.2	LOW_EXPRESSION
AL136964.1	LOW_EXPRESSION
ABHD13	TESTED
TNFSF13B	LOW_EXPRESSION
MYO16	LOW_EXPRESSION
AL161431.1	TESTED
COL4A2	TESTED
NAXD	TESTED
ING1	TESTED
AL442128.2	LOW_EXPRESSION
ARHGEF7	TESTED
TEX29	LOW_EXPRESSION
SOX1	TESTED
ATP11A	TESTED
MCF2L	TESTED
F7	LOW_EXPRESSION
F10	TESTED
PROZ	LOW_EXPRESSION
CUL4A	TESTED
LAMP1	TESTED
GRTP1-AS1	LOW_EXPRESSION
TMCO3	TESTED
TFDP1	TESTED
GRK1	LOW_EXPRESSION
TMEM255B	TESTED
GAS6-AS1	TESTED
GAS6-DT	LOW_EXPRESSION
CDC16	TESTED
UPF3A	TESTED
CHAMP1	LOW_EXPRESSION
TTC5	TESTED
CCNB1IP1	TESTED
AL355075.4	TESTED
AL355075.1	LOW_EXPRESSION
TEP1	TESTED
KLHL33	LOW_EXPRESSION
OSGEP	TESTED
PIP4P1	TESTED
AL355075.3	LOW_EXPRESSION
RNASE1	TESTED
AL355922.5	LOW_EXPRESSION
AL355922.2	LOW_EXPRESSION
NDRG2	LOW_EXPRESSION
ZNF219	TESTED
OR5AU1	LOW_EXPRESSION
HNRNPC	TESTED
SUPT16H	TESTED
CHD8	TESTED
RAB2B	TESTED
METTL3	TESTED
SALL2	LOW_EXPRESSION
LINC02332	LOW_EXPRESSION
DAD1	TESTED
AC243965.2	LOW_EXPRESSION
SLC7A7	TESTED
RBM23	TESTED
PRMT5	TESTED
HAUS4	TESTED
AJUBA	LOW_EXPRESSION
C14orf93	LOW_EXPRESSION
PSMB5	LOW_EXPRESSION
CDH24	TESTED
ACIN1	TESTED
CEBPE	LOW_EXPRESSION
SLC7A8	TESTED
HOMEZ	TESTED
PPP1R3E	LOW_EXPRESSION
SLC22A17	LOW_EXPRESSION
EFS	LOW_EXPRESSION
ZFHX2	LOW_EXPRESSION
AP1G2	TESTED
JPH4	LOW_EXPRESSION
DHRS4-AS1	TESTED
NRL	LOW_EXPRESSION
EMC9	TESTED
PSME2	TESTED
IPO4	TESTED
TM9SF1	LOW_EXPRESSION
CHMP4A	TESTED
MDP1	LOW_EXPRESSION
NEDD8	LOW_EXPRESSION
TINF2	TESTED
TGM1	LOW_EXPRESSION
RABGGTA	TESTED
DHRS1	TESTED
CIDEB	LOW_EXPRESSION
ADCY4	LOW_EXPRESSION
RIPK3	LOW_EXPRESSION
CBLN3	LOW_EXPRESSION
SDR39U1	TESTED
CMA1	LOW_EXPRESSION
CTSG	LOW_EXPRESSION
GZMH	LOW_EXPRESSION
GZMB	TESTED
STXBP6	TESTED
NOVA1	LOW_EXPRESSION
LINC02300	LOW_EXPRESSION
PRKD1	LOW_EXPRESSION
G2E3-AS1	LOW_EXPRESSION
AL049830.3	LOW_EXPRESSION
STRN3	TESTED
HECTD1	TESTED
HEATR5A	TESTED
AL139353.1	LOW_EXPRESSION
DTD2	LOW_EXPRESSION
ARHGAP5-AS1	TESTED
EGLN3	TESTED
SPTSSA	LOW_EXPRESSION
EAPP	TESTED
SNX6	TESTED
CFL2	TESTED
BAZ1A	TESTED
PPP2R3C	TESTED
AL133163.2	LOW_EXPRESSION
NFKBIA	TESTED
RALGAPA1	TESTED
AL162311.3	LOW_EXPRESSION
MBIP	TESTED
NKX2-8	LOW_EXPRESSION
SLC25A21	LOW_EXPRESSION
AL121790.2	LOW_EXPRESSION
FOXA1	TESTED
CLEC14A	LOW_EXPRESSION
LINC00639	LOW_EXPRESSION
SEC23A	TESTED
TRAPPC6B	TESTED
AL132639.2	LOW_EXPRESSION
FBXO33	TESTED
AL121821.1	LOW_EXPRESSION
KLHL28	TESTED
AL121809.1	LOW_EXPRESSION
FKBP3	TESTED
MIS18BP1	TESTED
RPL10L	LOW_EXPRESSION
AL110505.1	LOW_EXPRESSION
RPS29	TESTED
RPL36AL	TESTED
AL139099.1	LOW_EXPRESSION
DNAAF2	TESTED
POLE2	TESTED
AL591767.1	LOW_EXPRESSION
NEMF	TESTED
AL627171.2	LOW_EXPRESSION
LINC01588	LOW_EXPRESSION
VCPKMT	TESTED
SOS2	TESTED
L2HGDH	LOW_EXPRESSION
AL359397.2	LOW_EXPRESSION
CDKL1	LOW_EXPRESSION
MAP4K5	TESTED
SAV1	TESTED
NIN	TESTED
PYGL	TESTED
AL358334.2	LOW_EXPRESSION
TRIM9	LOW_EXPRESSION
LINC00519	LOW_EXPRESSION
FRMD6-AS2	LOW_EXPRESSION
AL122125.1	LOW_EXPRESSION
FRMD6-AS1	LOW_EXPRESSION
AL358333.2	LOW_EXPRESSION
AL358333.3	LOW_EXPRESSION
NID2	TESTED
TXNDC16	TESTED
ERO1A	TESTED
GNPNAT1	TESTED
FERMT2	LOW_EXPRESSION
DDHD1	TESTED
AL163953.1	LOW_EXPRESSION
BMP4	TESTED
CNIH1	TESTED
GMFB	TESTED
GCH1	TESTED
WDHD1	TESTED
DLGAP5	TESTED
AL158801.2	LOW_EXPRESSION
AL158801.3	LOW_EXPRESSION
ATG14	TESTED
TBPL2	LOW_EXPRESSION
KTN1-AS1	LOW_EXPRESSION
LINC00520	TESTED
AL138995.1	LOW_EXPRESSION
AL355073.1	LOW_EXPRESSION
AL391152.1	LOW_EXPRESSION
EXOC5	TESTED
CCDC198	LOW_EXPRESSION
ARMH4	TESTED
PSMA3-AS1	LOW_EXPRESSION
TIMM9	TESTED
L3HYPDH	LOW_EXPRESSION
CCDC175	LOW_EXPRESSION
RTN1	LOW_EXPRESSION
AL157911.1	LOW_EXPRESSION
DHRS7	TESTED
AL157756.1	LOW_EXPRESSION
SIX1	LOW_EXPRESSION
SIX4	LOW_EXPRESSION
TRMT5	TESTED
TMEM30B	TESTED
AL359220.1	LOW_EXPRESSION
AL355916.2	LOW_EXPRESSION
LINC01303	LOW_EXPRESSION
HIF1A-AS1	LOW_EXPRESSION
HIF1A-AS2	TESTED
PPP2R5E	TESTED
WDR89	TESTED
SGPP1	TESTED
ESR2	LOW_EXPRESSION
AL161756.1	LOW_EXPRESSION
AL122035.1	LOW_EXPRESSION
ZBTB25	LOW_EXPRESSION
SPTB	LOW_EXPRESSION
GPX2	TESTED
RAB15	TESTED
AL139022.2	LOW_EXPRESSION
MAX	LOW_EXPRESSION
AL355076.2	LOW_EXPRESSION
FUT8-AS1	LOW_EXPRESSION
AL391261.2	LOW_EXPRESSION
AL359232.1	LOW_EXPRESSION
ATP6V1D	TESTED
PLEK2	TESTED
TMEM229B	LOW_EXPRESSION
PIGH	LOW_EXPRESSION
VTI1B	TESTED
RDH11	LOW_EXPRESSION
ZFYVE26	LOW_EXPRESSION
AL133370.1	TESTED
AL121820.2	LOW_EXPRESSION
AL121820.1	LOW_EXPRESSION
ZFP36L1	TESTED
ACTN1	TESTED
DCAF5	TESTED
AL359317.2	LOW_EXPRESSION
ERH	TESTED
SLC10A1	LOW_EXPRESSION
SLC8A3	LOW_EXPRESSION
COX16	TESTED
MED6	LOW_EXPRESSION
MAP3K9	TESTED
AC004825.2	LOW_EXPRESSION
AC004817.3	LOW_EXPRESSION
AC005476.2	LOW_EXPRESSION
DPF3	LOW_EXPRESSION
ZFYVE1	TESTED
AL442663.3	LOW_EXPRESSION
AC004846.1	LOW_EXPRESSION
AC004846.2	LOW_EXPRESSION
NUMB	TESTED
AC005280.2	LOW_EXPRESSION
HEATR4	LOW_EXPRESSION
AC005225.2	LOW_EXPRESSION
AC006146.1	LOW_EXPRESSION
PNMA1	TESTED
ELMSAN1	TESTED
LINC02274	LOW_EXPRESSION
AC005520.5	LOW_EXPRESSION
FAM161B	LOW_EXPRESSION
ENTPD5	TESTED
ALDH6A1	TESTED
ABCD4	TESTED
AC005479.2	LOW_EXPRESSION
NPC2	TESTED
LTBP2	LOW_EXPRESSION
AREL1	LOW_EXPRESSION
PROX2	LOW_EXPRESSION
RPS6KL1	TESTED
PGF	TESTED
AL049780.1	LOW_EXPRESSION
MLH3	TESTED
ACYP1	TESTED
NEK9	TESTED
TMED10	TESTED
AL691403.1	LOW_EXPRESSION
AF111167.2	LOW_EXPRESSION
AC007182.1	LOW_EXPRESSION
ERG28	TESTED
TGFB3	LOW_EXPRESSION
AC008050.1	LOW_EXPRESSION
VASH1-AS1	LOW_EXPRESSION
ANGEL1	TESTED
IRF2BPL	TESTED
POMT2	TESTED
TMED8	TESTED
NOXRED1	LOW_EXPRESSION
VIPAS39	TESTED
ISM2	LOW_EXPRESSION
SPTLC2	TESTED
ALKBH1	TESTED
SNW1	TESTED
DIO2	LOW_EXPRESSION
CEP128	TESTED
AC007262.2	LOW_EXPRESSION
GTF2A1	TESTED
STON2	TESTED
SEL1L	TESTED
AL049775.1	LOW_EXPRESSION
GALC	TESTED
AL157955.1	LOW_EXPRESSION
KCNK10	LOW_EXPRESSION
PTPN21	TESTED
EML5	LOW_EXPRESSION
FOXN3	TESTED
AL137230.1	LOW_EXPRESSION
EFCAB11	TESTED
NRDE2	TESTED
AL512791.1	LOW_EXPRESSION
TTC7B	TESTED
RPS6KA5	TESTED
GPR68	LOW_EXPRESSION
CCDC88C	TESTED
PPP4R3A	TESTED
CATSPERB	LOW_EXPRESSION
TC2N	TESTED
FBLN5	LOW_EXPRESSION
TRIP11	TESTED
ATXN3	TESTED
NDUFB1	TESTED
LGMN	TESTED
ITPK1	LOW_EXPRESSION
MOAP1	TESTED
GON7	TESTED
BTBD7	TESTED
PRIMA1	LOW_EXPRESSION
ASB2	LOW_EXPRESSION
DDX24	TESTED
IFI27L2	TESTED
SERPINA10	LOW_EXPRESSION
SERPINA6	LOW_EXPRESSION
SERPINA1	TESTED
SERPINA11	LOW_EXPRESSION
SERPINA9	LOW_EXPRESSION
GSC	LOW_EXPRESSION
DICER1	TESTED
CLMN	TESTED
SYNE3	LOW_EXPRESSION
SNHG10	TESTED
TCL1A	LOW_EXPRESSION
AL355102.4	LOW_EXPRESSION
AL355102.3	LOW_EXPRESSION
ATG2B	TESTED
AL163051.1	TESTED
LINC01550	LOW_EXPRESSION
BCL11B	TESTED
SETD3	TESTED
CCDC85C	TESTED
AL157912.1	LOW_EXPRESSION
DEGS2	TESTED
AL133523.1	TESTED
SLC25A29	TESTED
WARS	TESTED
BEGAIN	LOW_EXPRESSION
LINC00524	LOW_EXPRESSION
DIO3OS	TESTED
LINC02320	LOW_EXPRESSION
AL137779.2	LOW_EXPRESSION
AL137779.1	LOW_EXPRESSION
HSP90AA1	TESTED
MOK	TESTED
CINP	TESTED
ANKRD9	TESTED
AL132801.1	LOW_EXPRESSION
CDC42BPB	TESTED
LINC00605	LOW_EXPRESSION
AL138976.2	LOW_EXPRESSION
CKB	TESTED
AL133367.1	LOW_EXPRESSION
BAG5	TESTED
AL049840.1	TESTED
AL049840.2	LOW_EXPRESSION
XRCC3	TESTED
PPP1R13B	TESTED
AL132712.1	LOW_EXPRESSION
ATP5MPL	TESTED
LINC02280	LOW_EXPRESSION
AL583722.4	LOW_EXPRESSION
AKT1	TESTED
AL583810.1	TESTED
AHNAK2	TESTED
CDCA4	TESTED
GPR132	LOW_EXPRESSION
JAG2	TESTED
NUDT14	TESTED
BRF1	TESTED
AL928654.1	TESTED
AL928654.2	LOW_EXPRESSION
IGHA2	TESTED
IGHE	LOW_EXPRESSION
IGHG4	LOW_EXPRESSION
IGHG2	LOW_EXPRESSION
IGHGP	LOW_EXPRESSION
IGHA1	TESTED
IGHEP1	LOW_EXPRESSION
IGHG1	TESTED
IGHG3	LOW_EXPRESSION
IGHD	LOW_EXPRESSION
IGHM	LOW_EXPRESSION
IGHJ6	LOW_EXPRESSION
IGHJ3P	LOW_EXPRESSION
IGHJ5	LOW_EXPRESSION
IGHJ4	LOW_EXPRESSION
IGHJ3	LOW_EXPRESSION
IGHJ2	LOW_EXPRESSION
IGHD3-3	LOW_EXPRESSION
IGHV6-1	LOW_EXPRESSION
IGHV1-2	LOW_EXPRESSION
IGHV1-3	LOW_EXPRESSION
IGHV4-4	LOW_EXPRESSION
IGHV7-4-1	LOW_EXPRESSION
IGHV2-5	LOW_EXPRESSION
IGHV3-7	LOW_EXPRESSION
IGHV3-64D	LOW_EXPRESSION
IGHV5-10-1	LOW_EXPRESSION
IGHV3-11	LOW_EXPRESSION
IGHV3-13	LOW_EXPRESSION
IGHV3-15	LOW_EXPRESSION
IGHV1-18	LOW_EXPRESSION
IGHV3-20	LOW_EXPRESSION
IGHV3-21	LOW_EXPRESSION
IGHV3-22	LOW_EXPRESSION
IGHV3-23	LOW_EXPRESSION
IGHV1-24	LOW_EXPRESSION
IGHV2-26	LOW_EXPRESSION
IGHV4-28	LOW_EXPRESSION
IGHV3-32	LOW_EXPRESSION
IGHV3-30	LOW_EXPRESSION
IGHV4-31	LOW_EXPRESSION
IGHV3-33	LOW_EXPRESSION
IGHV4-34	LOW_EXPRESSION
IGHV3-35	LOW_EXPRESSION
IGHV4-39	LOW_EXPRESSION
IGHV3-41	LOW_EXPRESSION
IGHV3-43	LOW_EXPRESSION
IGHV1-46	LOW_EXPRESSION
IGHV3-48	LOW_EXPRESSION
IGHV3-49	LOW_EXPRESSION
IGHV5-51	LOW_EXPRESSION
IGHV3-52	LOW_EXPRESSION
IGHV3-53	LOW_EXPRESSION
IGHV4-55	LOW_EXPRESSION
IGHV1-58	LOW_EXPRESSION
IGHV4-59	LOW_EXPRESSION
IGHV4-61	LOW_EXPRESSION
IGHV3-62	LOW_EXPRESSION
IGHV3-64	LOW_EXPRESSION
IGHV3-66	LOW_EXPRESSION
IGHV1-69	LOW_EXPRESSION
IGHV2-70D	LOW_EXPRESSION
IGHV3-69-1	LOW_EXPRESSION
IGHV1-69-2	LOW_EXPRESSION
IGHV1-69D	LOW_EXPRESSION
IGHV2-70	LOW_EXPRESSION
IGHV3-71	LOW_EXPRESSION
IGHV3-72	LOW_EXPRESSION
IGHV3-73	LOW_EXPRESSION
IGHV3-74	LOW_EXPRESSION
IGHV5-78	LOW_EXPRESSION
PARP2	TESTED
APEX1	TESTED
PNP	TESTED
RNASE4	LOW_EXPRESSION
RNASE6	TESTED
AL133371.2	LOW_EXPRESSION
RNASE3	LOW_EXPRESSION
AL355922.1	LOW_EXPRESSION
RNASE2	LOW_EXPRESSION
METTL17	TESTED
SLC39A2	LOW_EXPRESSION
ARHGEF40	TESTED
TMEM253	LOW_EXPRESSION
RPGRIP1	LOW_EXPRESSION
AL135744.1	LOW_EXPRESSION
TOX4	TESTED
TRAV1-1	LOW_EXPRESSION
TRAV2	LOW_EXPRESSION
TRAV3	LOW_EXPRESSION
TRAV4	LOW_EXPRESSION
TRAV5	LOW_EXPRESSION
TRAV6	LOW_EXPRESSION
TRAV8-2	LOW_EXPRESSION
TRAV8-3	LOW_EXPRESSION
TRAV13-1	LOW_EXPRESSION
TRAV12-2	LOW_EXPRESSION
TRAV8-4	LOW_EXPRESSION
TRAV13-2	LOW_EXPRESSION
TRAV14DV4	LOW_EXPRESSION
TRAV9-2	LOW_EXPRESSION
TRAV12-3	LOW_EXPRESSION
TRAV8-6	LOW_EXPRESSION
TRAV16	LOW_EXPRESSION
TRAV17	LOW_EXPRESSION
TRAV18	LOW_EXPRESSION
TRAV19	LOW_EXPRESSION
TRAV20	LOW_EXPRESSION
TRAV21	LOW_EXPRESSION
TRAV22	LOW_EXPRESSION
TRAV23DV6	LOW_EXPRESSION
TRDV1	LOW_EXPRESSION
TRAV25	LOW_EXPRESSION
TRAV26-1	LOW_EXPRESSION
TRAV27	LOW_EXPRESSION
TRAV29DV5	LOW_EXPRESSION
TRAV30	LOW_EXPRESSION
TRAV26-2	LOW_EXPRESSION
TRAV34	LOW_EXPRESSION
TRAV36DV7	LOW_EXPRESSION
TRAV38-1	LOW_EXPRESSION
TRAV38-2DV8	LOW_EXPRESSION
TRAV39	LOW_EXPRESSION
TRAV41	LOW_EXPRESSION
TRDJ2	LOW_EXPRESSION
TRDJ3	LOW_EXPRESSION
TRDC	LOW_EXPRESSION
TRAJ55	LOW_EXPRESSION
TRAJ54	LOW_EXPRESSION
TRAJ51	LOW_EXPRESSION
TRAJ49	LOW_EXPRESSION
TRAJ48	LOW_EXPRESSION
TRAJ47	LOW_EXPRESSION
TRAJ43	LOW_EXPRESSION
TRAJ41	LOW_EXPRESSION
TRAJ39	LOW_EXPRESSION
TRAJ37	LOW_EXPRESSION
TRAJ36	LOW_EXPRESSION
TRAJ33	LOW_EXPRESSION
TRAJ31	LOW_EXPRESSION
TRAJ30	LOW_EXPRESSION
TRAJ27	LOW_EXPRESSION
TRAJ26	LOW_EXPRESSION
TRAJ24	LOW_EXPRESSION
TRAJ22	LOW_EXPRESSION
TRAJ16	LOW_EXPRESSION
TRAJ14	LOW_EXPRESSION
TRAJ13	LOW_EXPRESSION
TRAJ10	LOW_EXPRESSION
TRAJ8	LOW_EXPRESSION
TRAJ6	LOW_EXPRESSION
TRAJ5	LOW_EXPRESSION
TRAJ4	LOW_EXPRESSION
TRAC	TESTED
AC243965.1	LOW_EXPRESSION
ABHD4	TESTED
OXA1L	TESTED
MRPL52	TESTED
MMP14	LOW_EXPRESSION
LRP10	TESTED
REM2	TESTED
PRMT5-AS1	LOW_EXPRESSION
AL132780.1	LOW_EXPRESSION
AL132780.2	TESTED
C14orf119	TESTED
BCL2L2	LOW_EXPRESSION
BCL2L2-PABPN1	LOW_EXPRESSION
PABPN1	TESTED
CMTM5	LOW_EXPRESSION
NGDN	TESTED
THTPA	TESTED
AL135999.1	LOW_EXPRESSION
AL135999.3	LOW_EXPRESSION
DHRS2	LOW_EXPRESSION
DHRS4	TESTED
DHRS4L2	TESTED
CARMIL3	TESTED
CPNE6	LOW_EXPRESSION
PCK2	LOW_EXPRESSION
DCAF11	LOW_EXPRESSION
FITM1	LOW_EXPRESSION
PSME1	TESTED
AL136295.2	LOW_EXPRESSION
RNF31	LOW_EXPRESSION
AL136295.5	TESTED
IRF9	LOW_EXPRESSION
REC8	TESTED
AL136295.6	LOW_EXPRESSION
TSSK4	LOW_EXPRESSION
GMPR2	TESTED
NOP9	LOW_EXPRESSION
LTB4R	TESTED
NFATC4	TESTED
NYNRIN	TESTED
KHNYN	TESTED
AL132800.1	LOW_EXPRESSION
LINC02588	LOW_EXPRESSION
AL139023.1	LOW_EXPRESSION
FOXG1	LOW_EXPRESSION
G2E3	TESTED
SCFD1	TESTED
COCH	LOW_EXPRESSION
AP4S1	LOW_EXPRESSION
AL136418.1	LOW_EXPRESSION
AL139353.2	LOW_EXPRESSION
NUBPL	TESTED
LINC02313	TESTED
AL352984.1	LOW_EXPRESSION
ARHGAP5	TESTED
AKAP6	LOW_EXPRESSION
NPAS3	LOW_EXPRESSION
AL121603.2	TESTED
SRP54	TESTED
FAM177A1	TESTED
KIAA0391	LOW_EXPRESSION
PSMA6	LOW_EXPRESSION
INSM2	LOW_EXPRESSION
BRMS1L	LOW_EXPRESSION
PAX9	LOW_EXPRESSION
