gene	linked_metabolites_and_direction	n_direct_relations	n_evaluable_relations	n_association_q_lt_005	rna_n_tumor	rna_n_normal	rna_g	rna_ci_lower	rna_ci_upper	rna_p	rna_q	rna_status	depmap_status	n_depmap_models	common_essential_status	normal_tissue_safety	functional_search_status	literature_query_hit_count	literature_hit_count_note	functional_status	functional_source_urls	functional_outcomes	functional_limits	target_cell_context	novelty_notes	interpretation	best_relation	best_metabolite	best_n	best_rho	best_ci_lower	best_ci_upper	best_p	best_q	best_max_raw_missing_rate	best_sensitivity_n	best_sensitivity_rho	best_sensitivity_q	current_decision	er_adjusted_significant_relations	followup_status	er_available_n_evaluable	er_available_n_q_lt_005	er_available_best_relation_id	er_available_best_n	er_available_best_partial_rank_rho	er_available_best_q_value	patient_followup_category
PCYT1A	cytidine 5'-diphosphocholine(升高)	1	1	0	61	47	-0.0547950843490448	-0.4305843735229597	0.324316107108981	0.770862457488465	0.8203673859510271	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	1	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00307|PCYT1A	cytidine 5'-diphosphocholine	61.0	0.2381841610758126	-0.0188443371176913	0.4824765522361222	0.062	0.2100857142857142	0.74468085106383	49.0	0.2703061224489795	0.23191875	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00307|PCYT1A	49.0	0.20235588202356444	0.4467046153846154	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PCYT1B	cytidine 5'-diphosphocholine(升高)	1	1	0	61	47	-0.3067487558684215	-0.6876044188382996	0.0559417734120612	0.1213370373928959	0.1851986360207359	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	0	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00307|PCYT1B	cytidine 5'-diphosphocholine	61.0	-0.1884983186940518	-0.4157531898380258	0.0614243225988748	0.1446	0.32535	0.74468085106383	49.0	-0.1424489795918367	0.5653363636363636	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00307|PCYT1B	49.0	-0.10290643856089736	0.7008126050420168	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PCYT2	phosphoethanolamine(升高)	1	1	1	61	47	-0.168978523682195	-0.5615731737755778	0.2114963310944986	0.5112742694744653	0.5803009579251994	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	1	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	REVIEWED_LIMITED_OR_INAPPLICABLE_EVIDENCE	https://pubmed.ncbi.nlm.nih.gov/22339418/	PCYT2 activity and phosphatidylethanolamine synthesis increased under serum deprivation	This inspected evidence establishes metabolic adaptation; it does not by itself establish that gene-specific inhibition reduces breast tumour growth. Ovarian cancer knockdown studies are not breast validation.	cancer cell	Breast metabolic context exists; appropriate functional intervention evidence remains insufficient in this first pass.	candidate comparison only; not a validated therapeutic target	KEGG:C00346|PCYT2	phosphoethanolamine	61.0	0.4090428344791115	0.1611084161487846	0.6020717686142528	0.0014	0.0342	0.0	61.0	0.4090428344791115	0.0268714285714285	PATIENT_ASSOCIATION_LEAD_FUNCTION_REVIEW_PENDING	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00346|PCYT2	61.0	0.3768436747516131	0.0722	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PEPD	glycylproline(升高); glycine(升高); proline(升高)	3	3	0	61	47	-0.553193757533439	-1.0055706371757476	-0.15844674194733	0.0060481877949455	0.0140317956842735	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	3	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	HMDB:HMDB00721|PEPD	glycylproline	61.0	-0.1712585329993992	-0.4150805912377507	0.0919058966368906	0.1851	0.3768035294117647	0.659574468085106	56.0	-0.1449760765550239	0.5203800000000001	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	3	0	HMDB:HMDB00721|PEPD	56.0	-0.1706192177793739	0.48688783783783784	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PFKL	fructose-6-phosphate(升高)	1	1	0	61	47	0.6801315803696033	0.3242078563404448	1.0732009844750114	0.0030560465916027	0.0080568501051344	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	3	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C05345|PFKL	fructose-6-phosphate	61.0	0.3589517243394327	0.1245915928484138	0.5624491226046751	0.0037	0.052725	0.468085106382979	53.0	0.3372036768263183	0.1063173913043478	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C05345|PFKL	53.0	0.30421228930940547	0.20597727272727273	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PFKM	fructose-6-phosphate(升高)	1	1	0	61	47	0.3874221451086797	0.0203111701997385	0.7951848402542138	0.0539562967734467	0.0881539496580257	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	4	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C05345|PFKM	fructose-6-phosphate	61.0	0.233051141669397	-0.0295523897663598	0.4713699132369484	0.0674	0.2100857142857142	0.468085106382979	53.0	0.1865828092243186	0.404325	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C05345|PFKM	53.0	0.22505680182497337	0.3959823529411765	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PFKP	fructose-6-phosphate(升高)	1	1	0	61	47	0.4055030051009811	0.0493371626594629	0.7802652749188456	0.0440156575924131	0.0797783793862488	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	18	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C05345|PFKP	fructose-6-phosphate	61.0	0.2095871289967737	-0.0401851309246171	0.4353515078635755	0.1079	0.2635842857142857	0.468085106382979	53.0	0.2139977422996291	0.3264313432835821	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C05345|PFKP	53.0	0.1529474082824951	0.5210999999999999	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PGD	6-phosphogluconate(升高)	1	1	0	61	47	-0.3629693983126459	-0.7545516777240101	-0.0020992496899166	0.1005616035545594	0.1555352801643853	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	4	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00345|PGD	6-phosphogluconate	61.0	0.0176855135619564	-0.2661570722102424	0.2744663784273699	0.8928	0.9141844311377246	0.808510638297872	42.0	0.1499878453934041	0.5853461538461538	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00345|PGD	42.0	0.20395524615198746	0.48046250000000007	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PGM3	N-acetylglucosamine 6-phosphate(升高)	1	1	0	61	47	0.2599432473528241	-0.1053567210403868	0.6504373013587275	0.226906894823421	0.3171228891508053	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	1	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	PRIMARY_STUDY_SUPPORT_FIRST_PASS	https://pubmed.ncbi.nlm.nih.gov/29515119/	Drug-associated reduction of proliferation/survival and tumour growth	Drug-led evidence with high in vitro concentrations; genetic sensitization does not establish exclusive drug specificity or clinical safety. Prodrug activation involves the salvage pathway.	cancer cell	Published PGM3/HBP inhibition study; this evidence is weaker than an independently replicated gene-specific knockout result.	candidate comparison only; not a validated therapeutic target	KEGG:C00357|PGM3	N-acetylglucosamine 6-phosphate	61.0	0.333267229897315	0.0786390473754334	0.5639160035370943	0.0076	0.0693	0.446808510638298	60.0	0.3607113086968603	0.074976923076923	REVIEW_FUNCTION_SUPPORTED_CONTEXT; patient RNA is supportive, not mandatory	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00357|PGM3	60.0	0.312842553734939	0.18105882352941177	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PMM1	mannose 6-phosphate(升高)	1	1	0	61	47	-0.2755952907153651	-0.7058540874187555	0.1142437511161025	0.1931502587007184	0.2766102470281893	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	0	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00275|PMM1	mannose 6-phosphate	61.0	0.2834852749761246	0.0361817205525059	0.5045966214142099	0.0272	0.1367999999999999	0.595744680851064	51.0	0.309683257918552	0.1740535714285714	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00275|PMM1	51.0	0.29991477767512825	0.22493076923076924	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PMM2	mannose 6-phosphate(升高)	1	1	0	61	47	0.79045564687811	0.4073102163735814	1.244426438997317	3.298442188493859e-05	0.0001965581007869	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	2	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00275|PMM2	mannose 6-phosphate	61.0	0.322995140837912	0.0593742383406961	0.5455074703218336	0.0119	0.0884739130434782	0.595744680851064	51.0	0.285972850678733	0.1991918918918918	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00275|PMM2	51.0	0.26968288860376893	0.301921875	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PNP	guanine(升高); hypoxanthine(升高); inosine(降低)	3	3	1	61	47	0.3403838238498295	-0.044951697714828	0.767677304362519	0.0516814732810128	0.0856435842942499	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	4	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	PRIMARY_STUDY_SUPPORT_FIRST_PASS	https://pmc.ncbi.nlm.nih.gov/articles/PMC12774560/	PNP silencing increased HER2; dual inhibition reduced viability compared with HER2 inhibition alone	Combination context and compensatory HER2 induction; does not establish broad single-agent PNP dependency. Bacterial PNP enzyme-prodrug studies are a different intervention.	cancer cell	Breast PNP/HER2 study already published; CAMP guanine association is additional context, not proof of mediation.	candidate comparison only; not a validated therapeutic target	KEGG:C00242|PNP	guanine	61.0	0.4793231094658909	0.2297931596712665	0.6823278241066758	0.0003	0.0171	0.0851063829787234	60.0	0.5440400111141985	0.0114	REVIEW_FUNCTION_SUPPORTED_CONTEXT; patient RNA is supportive, not mandatory	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	3	1	KEGG:C00242|PNP	60.0	0.46382394341007765	0.0285	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PPA1	phosphate(升高); pyrophosphate (PPi)(升高)	2	2	0	61	47	-0.6651545067950788	-1.0585632988041205	-0.2996910017168916	0.0017892119597098	0.0049416330315795	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	3	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00009|PPA1	phosphate	61.0	0.3212057112638815	0.0754325957557891	0.5308541967803994	0.0126	0.089775	0.0	61.0	0.3212057112638815	0.1016499999999999	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	2	0	KEGG:C00009|PPA1	61.0	0.18149901468505467	0.43498125000000004	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PPA2	phosphate(升高); pyrophosphate (PPi)(升高)	2	2	0	61	47	0.5989572949162205	0.2582038491838494	0.9668500444317388	0.0082951838830029	0.0185046409697757	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	0	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00009|PPA2	phosphate	61.0	0.1848228450555261	-0.0599647849012905	0.4121578181954224	0.155	0.334305	0.0	61.0	0.1848228450555261	0.3682356164383562	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	2	0	KEGG:C00009|PPA2	61.0	0.22061956681172645	0.33799787234042555	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PRODH	proline(升高)	1	1	0	61	47	0.3344530968538296	-0.0009780963508389	0.6671551956347445	0.1931502587007184	0.2766102470281893	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	11	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00148|PRODH	proline	61.0	-0.0285563194077207	-0.2784159976052163	0.2217953638002303	0.8289	0.8987240506329114	0.0	61.0	-0.0285563194077207	0.9179150943396226	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00148|PRODH	61.0	-0.04029247776274019	0.8704235294117647	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PRODH2	trans-4-hydroxyproline(升高)	1	1	0	61	47	-0.0069129541349946	-0.3884610832210572	0.3486398402741416	0.7425885201473431	0.8101331079575268	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	0	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C01157|PRODH2	trans-4-hydroxyproline	61.0	0.0322226672621955	-0.2241198968977682	0.2786913599532581	0.8064	0.8839384615384615	0.531914893617021	52.0	0.0839238453000939	0.7070977611940299	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C01157|PRODH2	52.0	0.08814876097096892	0.731196	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PYCR1	proline(升高)	1	1	0	61	47	1.3837168172619787	1.004150778722687	1.8442856639913747	9.96378830644643e-10	2.3115988870955715e-08	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	10	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	PRIMARY_STUDY_SUPPORT_FIRST_PASS	https://www.nature.com/articles/s42255-022-00582-0	Reduced proline synthesis and collagen deposition; reduced tumour growth and metastatic spread in reported models	CAF proliferation was not substantially affected. Cancer-cell monoculture dependency does not test this stromal mechanism.	cancer-associated fibroblast	Published stromal proline mechanism; whole-tissue CAMP correlation does not locate the responsible cell.	candidate comparison only; not a validated therapeutic target	KEGG:C00148|PYCR1	proline	61.0	0.3168693812797461	0.0679344132352448	0.5417566370175393	0.0147	0.0966807692307692	0.0	61.0	0.3168693812797461	0.1063173913043478	REVIEW_FUNCTION_SUPPORTED_CONTEXT; patient RNA is supportive, not mandatory	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00148|PYCR1	61.0	0.2933570167640607	0.19665000000000002	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PYCR2	proline(升高)	1	1	0	61	47	0.7064741532426848	0.370346883317535	1.0536695471725526	0.0008954955787909	0.0028854857538819	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	1	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00148|PYCR2	proline	61.0	-0.0542041248016922	-0.3326479710927509	0.2204794802730972	0.6834	0.8288042553191489	0.0	61.0	-0.0542041248016922	0.8045370629370628	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00148|PYCR2	61.0	-0.06854589741664102	0.75506	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PYCR3	proline(升高)	1	1	0	61	47	1.0030920720911471	0.660858162039402	1.4107695423414497	1.0560454675784401e-07	1.361125269323323e-06	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	2	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00148|PYCR3	proline	61.0	0.2101004759386567	-0.0329339801885331	0.4354063612579391	0.1095	0.263725352112676	0.0	61.0	0.2101004759386567	0.2817428571428571	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00148|PYCR3	61.0	0.2034111972910961	0.3959823529411765	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
RBKS	ribose(升高)	1	1	0	61	47	0.2115361996809986	-0.1297663236800095	0.5262190679521083	0.7100383261868042	0.7844232936920884	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	0	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00121|RBKS	ribose	61.0	-0.1404204692957006	-0.4194544540659283	0.1497622747076842	0.2834	0.4895090909090909	0.297872340425532	58.0	-0.1687840290381125	0.4285301204819277	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00121|RBKS	58.0	-0.1283546897738989	0.5944867346938776	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
RFK	riboflavin (Vitamin B2)(升高)	1	1	0	61	47	0.1569513840131277	-0.2192157809641684	0.5087511324002709	0.6332558408531335	0.7063238224900334	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	3	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00255|RFK	riboflavin (Vitamin B2)	61.0	0.1834674263307184	-0.0828548645145269	0.4259356363267735	0.1501	0.3290653846153846	0.680851063829787	40.0	0.2696060037523453	0.277875	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00255|RFK	40.0	0.24839765362992086	0.4091333333333334	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
SHMT1	glycine(升高); serine(升高)	2	2	0	61	47	-1.4461188063675592	-1.8586419874612703	-1.0990832768187755	1.2569212834037928e-09	2.4300478145806666e-08	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	1	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00037|SHMT1	glycine	61.0	-0.2920148069804336	-0.50576082458237	-0.0377365744486033	0.0259	0.1342090909090909	0.0	61.0	-0.2920148069804336	0.1399666666666666	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	2	0	KEGG:C00037|SHMT1	61.0	-0.29809153616233874	0.19705714285714288	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
SHMT2	glycine(升高); serine(升高)	2	2	0	61	47	0.9751998076687572	0.620654360233767	1.4015700746810542	2.408552470855222e-06	1.6434828624659162e-05	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	13	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00037|SHMT2	glycine	61.0	0.184188260179799	-0.0528952808137444	0.4083681804523387	0.1488	0.3290653846153846	0.0	61.0	0.184188260179799	0.3682356164383562	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	2	0	KEGG:C00037|SHMT2	61.0	0.16719049538882153	0.48046250000000007	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
SLC6A6	taurine(升高)	1	1	0	61	47	1.1861671514282168	0.8286278329082795	1.6124330593942071	2.3604330925817626e-08	3.911574839135492e-07	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	1	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	PRIMARY_STUDY_SUPPORT_FIRST_PASS	https://pubmed.ncbi.nlm.nih.gov/41597281/	Overexpression promoted proliferation and tumour progression in the reported study	Abstract supports a gain-of-function phenotype; it does not alone establish inhibition efficacy. Rprd1b-related cell-cycle activity suggests functions beyond taurine transport.	cancer cell	Breast taurine-Slc6a6 mechanism published in 2026; not a novel gene-metabolite link from CAMP.	candidate comparison only; not a validated therapeutic target	KEGG:C00245|SLC6A6	taurine	61.0	0.1716045955278939	-0.087918594303583	0.4184300032739939	0.1918	0.3813697674418605	0.148936170212766	61.0	0.1716045955278939	0.4156615384615384	REVIEW_FUNCTION_SUPPORTED_CONTEXT; patient RNA is supportive, not mandatory	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00245|SLC6A6	61.0	0.167240827448844	0.48278219178082193	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
SLC6A8	creatine(降低)	1	1	0	61	47	-0.1991109158974635	-0.5708334305981938	0.1730213487703396	0.4028397197118216	0.4768306886384827	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	0	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00300|SLC6A8	creatine	61.0	0.185616076150185	-0.0860856293785068	0.4226148756485832	0.1564	0.334305	0.0	61.0	0.185616076150185	0.3682356164383562	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00300|SLC6A8	61.0	0.15256741018907904	0.49527439024390246	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
SLC7A11	glutamate(升高); cystine(升高)	2	2	1	61	47	1.4128491579478588	1.078400135256094	1.813833470753882	2.948787969566884e-11	1.140198014899195e-09	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	117	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	PRIMARY_STUDY_SUPPORT_FIRST_PASS	https://pubmed.ncbi.nlm.nih.gov/35252218/	Enhanced radiation-induced ferroptosis	Treatment-conditioned effect; not evidence of universal untreated breast-cell dependency. Bulk cystine is not a direct readout of transporter flux.	cancer cell	Known ferroptosis/radiosensitivity axis; treatment context must be retained.	candidate comparison only; not a validated therapeutic target	KEGG:C00025|SLC7A11	glutamate	61.0	0.3713379164463246	0.1206222217044661	0.5749362217425288	0.003	0.0466363636363636	0.0	61.0	0.3713379164463246	0.06156	REVIEW_FUNCTION_SUPPORTED_CONTEXT; patient RNA is supportive, not mandatory	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	2	0	KEGG:C00025|SLC7A11	61.0	0.28394762397228174	0.22435200000000002	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
