gene	stable_gene_id	in_current_pool	history_only	RNA_effect	RNA_p	RNA_q	RNA_n	RNA_background	GSE263733__source_status	GSE263733__reason	GSE263733__display_top	GSE263733__mechanical_top	GSE263733__top_n	GSE263733__top_detection	GSE263733__bootstrap	GSE278688__source_status	GSE278688__reason	GSE278688__display_top	GSE278688__mechanical_top	GSE278688__top_n	GSE278688__top_detection	GSE278688__bootstrap	GSE242230__source_status	GSE242230__reason	GSE242230__display_top	GSE242230__mechanical_top	GSE242230__top_n	GSE242230__top_detection	GSE242230__bootstrap
DGAT2	UniProtKB:Q96PD7	True	False	-0.3603787909531148	0.0388319111010524	0.1198935255244994	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.0734727755953888	0.764	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.0383427421576241	0.829	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.070983217878584	0.585
DGAT2L6	UniProtKB:Q6ZPD8	True	False	0.0163513378491327	0.8248672834861948	0.85967181021557	11	NOT_SUPPORTED_THIS_TEST	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
DGKA	UniProtKB:P23743	True	False	0.95867946098489	0.0013411712155762	0.0318967003557723	11	FDR_SUPPORTED	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	20	0.1764094335866941	1.0	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.2252076919773276	1.0	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	21	0.3127797901808498	1.0
DGKB	UniProtKB:Q9Y6T7	False	True	-0.0820461307750118	0.3985229514587438	0.5260943359995516	11	NOT_SUPPORTED_THIS_TEST	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.0398574541427819	1.0	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
DGUOK	UniProtKB:Q16854	True	False	0.461614795276847	0.0337729860494676	0.1097622046607699	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.7565459201662857	1.0	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.310169465046763	0.771	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.4346661371797843	0.486
DHRS9	UniProtKB:Q9BPW9	False	True	2.175787037902303	0.0038296199980085	0.0584311321184284	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.1572291378911243	0.924	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.1191702759029159	0.998	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.1873203889508237	0.469
DHRSX	UniProtKB:Q8N5I4	False	True	NA	NA	NA	0	NOT_EVALUABLE	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.3304316883142874	0.587	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.2190003499177178	0.532	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.4060918258819308	0.913
DIMT1	UniProtKB:Q9UNQ2	False	True	0.1422773731807519	0.3307142132874524	0.4554775569454132	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.3288784146903505	0.62	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.1574010337926505	0.746	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.1670829478877582	0.383
DLD	UniProtKB:P09622	False	True	0.1713858989576419	0.1629672238166111	0.2841989390948219	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.5161124721746964	0.919	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.1995478015772915	0.593	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.3565744905325115	0.835
DNMT1	UniProtKB:P26358	False	True	0.5270242731361928	0.0023562552821209	0.0548657216119157	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	20	0.3199165874747994	1.0	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.257843243793842	0.627	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	21	0.2405617782884709	0.706
DNMT3A	UniProtKB:Q9Y6K1	False	True	0.0569769433761619	0.6570527972906346	0.7509193889677779	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.2621292088510508	0.777	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.1744895578603835	0.999	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2230148280560574	0.845
DNMT3B	UniProtKB:Q9UBC3	False	True	-0.3895974893145837	0.0122393774960262	0.0702742022750811	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.0438513863322595	0.743	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.0254435541438395	0.989	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.0196859903381642	0.481
DOT1L	UniProtKB:Q8TEK3	False	True	-0.1853766779270062	0.1646440357469537	0.2858343065157365	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.2237069054807504	0.996	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.1411705075871809	0.973	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.1685718572337763	0.551
DPEP1	UniProtKB:P16444	False	True	-1.533122133223218	0.0037577951704728	0.0584311321184284	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Acinar	Acinar	4	0.2751598176823056	0.69	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.0910843276937084	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.1174980633582514	0.99
DPH5	UniProtKB:Q9H2P9	False	True	-0.1993503158645554	0.0336036888609669	0.1117518024911225	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	17	0.1336946406632188	0.393	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.06680682152496	0.474	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.1205900574153881	0.516
DPYD	UniProtKB:Q12882	False	True	0.8998610272580175	0.003069410999268	0.0548657216119157	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.5110357681007645	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.4349206412307827	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.3781492825759625	0.889
DUOX1	UniProtKB:Q9NRD9	False	True	0.1837030821862236	0.1077443804900646	0.2170062874659048	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.1650284135401608	0.531	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0223000805828451	0.998	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.0701794515125313	0.905
DUOX2	UniProtKB:Q9NRD8	False	True	1.5584728035119644	0.0125467551791542	0.0702742022750811	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.3000912143789463	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.1254044998617744	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.6185134462683188	0.957
DUS1L	UniProtKB:Q6P1R4	False	True	-0.2276097445105871	0.0225774611781442	0.0858084861984972	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.6579123559113074	0.994	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.2529890248255633	0.882	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.2612144709591034	0.507
DXO	UniProtKB:O77932	False	True	-0.2141852363781773	0.0662519969358581	0.1624120382027607	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.2250066724324115	0.858	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.1300668266547869	0.905	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.3165132177500993	0.931
EEF1AKMT1	UniProtKB:Q8WVE0	False	True	0.2032182825852582	0.073419816077148	0.1721153065415109	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.2992731010298024	0.887	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.1061898924965503	0.956	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.1942677699611732	0.65
EEF1AKMT2	UniProtKB:Q5JPI9	False	True	0.3551630023654972	0.0784014434656414	0.1756109461535955	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.3175761173152309	0.702	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.1600514296973192	0.982	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2225603010460581	0.562
EEF1AKMT3	UniProtKB:Q96AZ1	False	True	-0.0679472334909726	0.5851043954596615	0.6933971979342398	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.1207616474128196	0.727	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.0628534991239268	0.882	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.0806775949315008	0.58
EEF1AKMT4	UniProtKB:P0DPD7	False	True	NA	NA	NA	0	NOT_EVALUABLE	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.0575934342326771	0.664	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.1000983470768746	0.973
EEF2KMT	UniProtKB:Q96G04	False	True	-0.1012549279896171	0.3868290066155767	0.5185926369940075	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.2146996994819401	0.503	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0717259128446776	0.628	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2173729908549998	0.699
EGLN1	UniProtKB:Q9GZT9	False	True	-0.0901807399150219	0.4341506016406103	0.5543172860232793	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.6414921699288355	0.616	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.3554380057177475	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.3928167860514187	0.93
EGLN2	UniProtKB:Q96KS0	False	True	-0.2602854412118657	0.0186550832858994	0.0794021174124732	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.5916455744746126	0.798	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.4276121422700332	1.0	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	21	0.1943851243411065	0.614
EGLN3	UniProtKB:Q9H6Z9	False	True	0.7516069568698566	0.027549390796445	0.0993167113586128	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.5646596738143427	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.195526723081219	0.997	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.3711225815960578	0.927
EHHADH	UniProtKB:Q08426	False	True	-0.0108953920962755	0.9363558036862216	0.9609967458884904	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.1200661048473692	0.442	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.0449435804353246	0.616	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.0792302753742772	0.655
EHMT1	UniProtKB:Q9H9B1	False	True	0.1792635833790656	0.1589096148250268	0.2793943637702315	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	17	0.3094812935254277	0.997	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.3040057439928801	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.2044557508479803	0.215
EHMT2	UniProtKB:Q96KQ7	False	True	0.1319328793506844	0.2224669191268755	0.3470483938379258	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.4400276593809549	0.681	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.1593157345113245	0.544	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2875085427371784	0.794
EMG1	UniProtKB:Q92979	False	True	0.4183677211064642	0.0003019237664443	0.0548657216119157	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.5310244974759329	0.986	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.1840760163943939	0.607	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
ENPP3	UniProtKB:O14638	False	True	0.0969981218023691	0.3110543181332788	0.4375157458333659	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Acinar	Acinar	4	0.0108695652173913	0.492	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.0981178622344721	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.0138888888888888	0.409
ENPP6	UniProtKB:Q6UWR7	True	False	-0.1196274496484927	0.2254774599440583	0.3315055512272763	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.0255023210473898	0.972	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
EPHX1	UniProtKB:P07099	True	False	-0.7334842690237263	0.0014154616974251	0.0318967003557723	11	FDR_SUPPORTED	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.7032371192516189	0.703	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.5099668218927899	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.7750908199746281	0.835
EPHX2	UniProtKB:P34913	False	True	-0.824665286214001	0.0022997239410616	0.0548657216119157	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.1585539624558981	0.544	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.1020989626180818	0.963	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.3115495137046861	0.828
EPHX3	UniProtKB:Q9H6B9	False	True	-0.1763901972390327	0.1781748872913107	0.2997530456783229	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.1180090512775024	0.946	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0410787483567483	0.977	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.0616623092885693	0.839
ETFBKMT	UniProtKB:Q8IXQ9	False	True	-0.1763496411452926	0.174340250514975	0.2956204247862621	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.064933991026231	0.531	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.0327076783145474	0.547	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.0565805772327511	0.384
EZH1	UniProtKB:Q92800	False	True	0.3752913650208099	0.0357139435759984	0.116070316621995	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.2795272712455898	0.682	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.1633071517567287	0.999	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.1605817658546613	0.594
